longname,Poverty %,LICO-AT %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Household income < C$50k %,Household income C$50k - C$100k %,Household income > C$100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %,Individual income < C$50k %,Individual income C$50k - C$100k %,Individual income > C$100k %
"Amsterdam Urban Center, Netherlands",,,,,,,,,,,,,,
"Vila Velha Urban Center, Brazil",,,,,,,,,,,,,,
"Antalya Urban Center, Turkey",,,,,,,,,,,,,,
"Yueqing Urban Center, China",,,,,,,,,,,,,,
"São Luís Urban Center, Brazil",,,,,,,,,,,,,,
"Hargeisa Urban Center, Somalia",,,,,,,,,,,,,,
"Nizhny Novgorod Urban Center, Russia",,,,,,,,,,,,,,
"Yekaterinburg Urban Center, Russia",,,,,,,,,,,,,,
"San Pedro Sula Urban Center, Honduras",,,,,,,,,,,,,,
"Tangier Urban Center, Morocco",,,,,,,,,,,,,,
"Batam City Urban Center, Indonesia",,,,,,,,,,,,,,
"Takasaki [Maebashi] Urban Center, Japan",,,,,,,,,,,,,,
"Kananga Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,,,
"Lyon Urban Center, France",,,,,,,,,,,,,,
"Hiroshima Urban Center, Japan",,,,,,,,,,,,,,
"Zhongshan (Guangdong Sheng) Urban Center, China",,,,,,,,,,,,,,
"Berhampore Urban Center, India",,,,,,,,,,,,,,
"Tripoli Urban Center, Libya",,,,,,,,,,,,,,
"Torreon Urban Center, Mexico",,,,,,,,,,,,,,
"Jalandhar Urban Center, India",,,,,,,,,,,,,,
"Tiruppur Urban Center, India",,,,,,,,,,,,,,
"Oran Urban Center, Algeria",,,,,,,,,,,,,,
"Odesa Urban Center, Ukraine",,,,,,,,,,,,,,
"Kansas City Urban Center, USA",0.11666710947159668,,0.3758280035933222,0.3084782736913355,0.31569372271534224,,,,0.6304598481138808,0.2566188332532743,0.11292131863284482,,,
"Kota Urban Center, India",,,,,,,,,,,,,,
"Abuja (Abuja Federal Capital Territory) Urban Center, Nigeria",,,,,,,,,,,,,,
"Tianjia‘an Urban Center, China",,,,,,,,,,,,,,
"Kazan Urban Center, Russia",,,,,,,,,,,,,,
"Cochabamba Urban Center, Bolivia",,,,,,,,,,,,,,
"Indianapolis Urban Center, USA",0.1422441574965939,,0.4238504835500215,0.30945590907564263,0.2666936073743359,,,,0.6693696217797651,0.23162311329890756,0.09900726492132725,,,
"Tainan Urban Center, China",,,,,,,,,,,,,,
"Frankfurt am Main Urban Center, Germany",,,,,,,,,,,,,,
"Al-Zaqaziq‎ Urban Center, Egypt",,,,,,,,,,,,,,
"Bandar Lampung Urban Center, Indonesia",,,,,,,,,,,,,,
"Mardan Urban Center, Pakistan",,,,,,,,,,,,,,
"Jammu Urban Center, India",,,,,,,,,,,,,,
"Guilin Urban Center, China",,,,,,,,,,,,,,
"Santos Urban Center, Brazil",,,,,,,,,,,,,,
"Milwaukee Urban Center, USA",0.16250867876055888,,0.43191843848062755,0.30616960530329984,0.26191195621607255,,,,0.6628509967162427,0.2536449083535411,0.08350409493021614,,,
"Rostov-on-Don Urban Center, Russia",,,,,,,,,,,,,,
"St. Louis Urban Center, USA",0.14744758160817176,,0.43907202488624303,0.3052757202998666,0.25565225481389037,,,,0.673631653653504,0.2319317583377566,0.09443658800873952,,,
"Sofia Urban Center, Bulgaria",,,,,,,,,,,,,,
"Weifang Urban Center, China",,,,,,,,,,,,,,
"Thrissur Urban Center, India",,,,,,,,,,,,,,
"Bhubaneshwar Urban Center, India",,,,,,,,,,,,,,
"Fushun (Liaoning Sheng) Urban Center, China",,,,,,,,,,,,,,
"Jiaxing Urban Center, China",,,,,,,,,,,,,,
"Zhangjiagang Urban Center, China",,,,,,,,,,,,,,
"Donetsk Urban Center, Ukraine",,,,,,,,,,,,,,
"Samarinda Urban Center, Indonesia",,,,,,,,,,,,,,
"Padang Urban Center, Indonesia",,,,,,,,,,,,,,
"Bangui Urban Center, Democratic Republic of the Congo-Central African Republic",,,,,,,,,,,,,,
"Solapur Urban Center, India",,,,,,,,,,,,,,
"Herat Urban Center, Afghanistan",,,,,,,,,,,,,,
"Khulna Urban Center, Bangladesh",,,,,,,,,,,,,,
"Thalassery Urban Center, India",,,,,,,,,,,,,,
"Maiduguri Urban Center, Nigeria",,,,,,,,,,,,,,
"Dublin Urban Center, Ireland",,,,,,,,,,,,,,
"Zhanjiang Urban Center, China",,,,,,,,,,,,,,
"Fancheng Urban Center, China",,,,,,,,,,,,,,
"Faizabad Urban Center, India",,,,,,,,,,,,,,
"Austin Urban Center, USA",0.12012224964709302,,0.30935990880833397,0.3014603567215363,0.3891797344701298,,,,0.563808590531453,0.27626958978418537,0.15992181968436173,,,
"Bucaramanga Urban Center, Colombia",,,,,,,,,,,,,,
"Warri Urban Center, Nigeria",,,,,,,,,,,,,,
"Binhai (Tianjin Shi) Urban Center, China",,,,,,,,,,,,,,
"Kaifeng Urban Center, China",,,,,,,,,,,,,,
"Porto Urban Center, Portugal",,,,,,,,,,,,,,
"Đà Nẵng Urban Center, Vietnam",,,,,,,,,,,,,,
"Sohag Urban Center, Egypt",,,,,,,,,,,,,,
"Baoding Urban Center, China",,,,,,,,,,,,,,
"Samara Urban Center, Russia",,,,,,,,,,,,,,
"Chelyabinsk Urban Center, Russia",,,,,,,,,,,,,,
"Haiphong Urban Center, Vietnam",,,,,,,,,,,,,,
"Stuttgart Urban Center, Germany",,,,,,,,,,,,,,
"Saharanpur Urban Center, India",,,,,,,,,,,,,,
"Najaf Urban Center, Iraq",,,,,,,,,,,,,,
"Dehradun Urban Center, India",,,,,,,,,,,,,,
"Mataram Urban Center, Indonesia",,,,,,,,,,,,,,
"Maceió Urban Center, Brazil",,,,,,,,,,,,,,
"Yancheng Urban Center, China",,,,,,,,,,,,,,
"Kirkuk Urban Center, Iraq",,,,,,,,,,,,,,
"Zunyi Urban Center, China",,,,,,,,,,,,,,
"Yerevan Urban Center, Armenia",,,,,,,,,,,,,,
"El Mahalla El Kubra Urban Center, Egypt",,,,,,,,,,,,,,
"Naha Urban Center, Japan",,,,,,,,,,,,,,
"Pekanbaru Urban Center, Indonesia",,,,,,,,,,,,,,
"Brisbane Urban Center, Australia",,,,,,,,,,,,,,
"Puducherry Urban Center, India",,,,,,,,,,,,,,
"Dandong Urban Center, China-North Korea",,,,,,,,,,,,,,
"Agadir Urban Center, Morocco",,,,,,,,,,,,,,
"Ilorin Urban Center, Nigeria",,,,,,,,,,,,,,
"Sargodha Urban Center, Pakistan",,,,,,,,,,,,,,
"Begusarai Urban Center, India",,,,,,,,,,,,,,
"Salt Lake City Urban Center, USA",0.09025180496141752,,0.2935153773455324,0.33419164877092117,0.3722929738835463,,,,0.6371699453033938,0.25633216422908794,0.10649789046751819,,,
"Ahwaz Urban Center, Iran",,,,,,,,,,,,,,
"Omsk Urban Center, Russia",,,,,,,,,,,,,,
"Marrakesh Urban Center, Morocco",,,,,,,,,,,,,,
"Luohe Urban Center, China",,,,,,,,,,,,,,
"Aba Urban Center, Nigeria",,,,,,,,,,,,,,
"Bujumbura Urban Center, Burundi",,,,,,,,,,,,,,
"Takoradi [Sekondi-Takoradi] Urban Center, Ghana",,,,,,,,,,,,,,
"Calgary Urban Center, Canada",,0.06398743598537754,,,,0.20719993912188614,0.31450380880613643,0.4782962520719775,,,,0.5623127097720939,0.28117980297028733,0.15650748725761865
"João Pessoa Urban Center, Brazil",,,,,,,,,,,,,,
"Zhuzhou Urban Center, China",,,,,,,,,,,,,,
"Ettumanoor Urban Center, India",,,,,,,,,,,,,,
"Serrekunda Urban Center, The Gambia",,,,,,,,,,,,,,
"Nur-Sultan Urban Center, Kazakhstan",,,,,,,,,,,,,,
"Mendoza Urban Center, Argentina",,,,,,,,,,,,,,
"Jinhua Urban Center, China",,,,,,,,,,,,,,
"Xuchang Urban Center, China",,,,,,,,,,,,,,
"Mangaluru Urban Center, India",,,,,,,,,,,,,,
"San Luis Potosí Urban Center, Mexico",,,,,,,,,,,,,,
"Vellore Urban Center, India",,,,,,,,,,,,,,
"Tbilisi Urban Center, Georgia",,,,,,,,,,,,,,
"Cartagena Urban Center, Colombia",,,,,,,,,,,,,,
"Niamey Urban Center, Niger",,,,,,,,,,,,,,
"Ashgabat Urban Center, Turkmenistan",,,,,,,,,,,,,,
"Glasgow Urban Center, United Kingdom",,,,,,,,,,,,,,
"Dnipro Urban Center, Ukraine",,,,,,,,,,,,,,
"Can Tho Urban Center, Vietnam",,,,,,,,,,,,,,
"Ufa Urban Center, Russia",,,,,,,,,,,,,,
"Ma'anshan Urban Center, China",,,,,,,,,,,,,,
"Kingston Urban Center, Jamaica",,,,,,,,,,,,,,
"San Miguel de Tucumán Urban Center, Argentina",,,,,,,,,,,,,,
"Hengyang (Eastern Hunan Sheng) Urban Center, China",,,,,,,,,,,,,,
"Davao City Urban Center, Philippines",,,,,,,,,,,,,,
"Adelaide Urban Center, Australia",,,,,,,,,,,,,,
"Voronezh Urban Center, Russia",,,,,,,,,,,,,,
"Tanta Urban Center, Egypt",,,,,,,,,,,,,,
"Banjarmasin Urban Center, Indonesia",,,,,,,,,,,,,,
"Marseille Urban Center, France",,,,,,,,,,,,,,
"Teresina Urban Center, Brazil",,,,,,,,,,,,,,
"Lille Urban Center, Belgium-France",,,,,,,,,,,,,,
"Helsinki Urban Center, Finland",,,,,,,,,,,,,,
"Klipgat Urban Center, South Africa",,,,,,,,,,,,,,
"Asyut Urban Center, Egypt",,,,,,,,,,,,,,
"Qiqihar Urban Center, China",,,,,,,,,,,,,,
"Tshikapa Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,,,
"Edmonton Urban Center, Canada",,0.06386561795180638,,,,0.22448621702326743,0.3316548402556993,0.4438589427210334,,,,0.5651729378339287,0.3090439185700419,0.1257831435960294
"Erode Urban Center, India",,,,,,,,,,,,,,
"Krishnanagar Urban Center, India",,,,,,,,,,,,,,
"Krasnoyarsk Urban Center, Russia",,,,,,,,,,,,,,
"Dharwad Urban Center, India",,,,,,,,,,,,,,
"Karbala Urban Center, Iraq",,,,,,,,,,,,,,
"Tangail Urban Center, Bangladesh",,,,,,,,,,,,,,
"Trujillo Urban Center, Peru",,,,,,,,,,,,,,
"Xiangtan Urban Center, China",,,,,,,,,,,,,,
"Seville Urban Center, Spain",,,,,,,,,,,,,,
"Okayama Urban Center, Japan",,,,,,,,,,,,,,
"Shiraz Urban Center, Iran",,,,,,,,,,,,,,
"Viña del Mar [Valparaíso] Urban Center, Chile",,,,,,,,,,,,,,
"Nanchong Urban Center, China",,,,,,,,,,,,,,
"Arequipa Urban Center, Peru",,,,,,,,,,,,,,
"Swat City Urban Center, Pakistan",,,,,,,,,,,,,,
"Girga Urban Center, Egypt",,,,,,,,,,,,,,
"Huaibei Urban Center, China",,,,,,,,,,,,,,
"Madiun Urban Center, Indonesia",,,,,,,,,,,,,,
"Ulsan Urban Center, South Korea",,,,,,,,,,,,,,
"Okene Urban Center, Nigeria",,,,,,,,,,,,,,
"Río Piedras [San Juan] Urban Center, USA",0.34167925900207063,,0.7064116443135069,0.20238241891458872,0.09120593677190436,,,,0.8729916947936149,0.0933757573257956,0.03363254788058959,,,
"Agartala Urban Center, Bangladesh-India",,,,,,,,,,,,,,
"Shymkent Urban Center, Kazakhstan",,,,,,,,,,,,,,
"Touba Urban Center, Senegal",,,,,,,,,,,,,,
"Xinxiang (Northern Henan Sheng) Urban Center, China",,,,,,,,,,,,,,
"Enugu Urban Center, Nigeria",,,,,,,,,,,,,,
"Lakshmipur Urban Center, Bangladesh",,,,,,,,,,,,,,
"Huangshi Urban Center, China",,,,,,,,,,,,,,
"Cabinda Urban Center, Angola",,,,,,,,,,,,,,
"Muzaffarnagar Urban Center, India",,,,,,,,,,,,,,
"Maracay Urban Center, Venezuela",,,,,,,,,,,,,,
"Hofuf Urban Center, Saudi Arabia",,,,,,,,,,,,,,
"Oslo Urban Center, Norway",,,,,,,,,,,,,,
"Alappuzha Urban Center, India",,,,,,,,,,,,,,
"Jinzhou (Liaoning Sheng) Urban Center, China",,,,,,,,,,,,,,
"Guntur Urban Center, India",,,,,,,,,,,,,,
"Baoji Urban Center, China",,,,,,,,,,,,,,
"Rajshahi Urban Center, Bangladesh",,,,,,,,,,,,,,
"Querétaro Urban Center, Mexico",,,,,,,,,,,,,,
"Bobo-Dioulasso Urban Center, Burkina Faso",,,,,,,,,,,,,,
"Jamalpur Urban Center, Bangladesh",,,,,,,,,,,,,,
"Virginia Beach Urban Center, USA",0.12264418274348936,,0.3583066524583653,0.33928390786813883,0.30240943967349593,,,,0.6503644043504219,0.25400296321564864,0.09563263243392954,,,
"Aracaju Urban Center, Brazil",,,,,,,,,,,,,,
"Konya Urban Center, Turkey",,,,,,,,,,,,,,
"Fuyang (Anhui Sheng) Urban Center, China",,,,,,,,,,,,,,
"Duhok Urban Center, Iraq",,,,,,,,,,,,,,
"Tirana Urban Center, Albania",,,,,,,,,,,,,,
"Mérida Urban Center, Mexico",,,,,,,,,,,,,,
"Dusseldorf Urban Center, Germany",,,,,,,,,,,,,,
"Changshu Urban Center, China",,,,,,,,,,,,,,
"Amravati Urban Center, India",,,,,,,,,,,,,,
"Jambi Urban Center, Indonesia",,,,,,,,,,,,,,
"Málaga Urban Center, Spain",,,,,,,,,,,,,,
"Aguascalientes Urban Center, Mexico",,,,,,,,,,,,,,
"Lianyungang Urban Center, China",,,,,,,,,,,,,,
"Cuernavaca Urban Center, Mexico",,,,,,,,,,,,,,
"Lubango Urban Center, Angola",,,,,,,,,,,,,,
"Firozabad Urban Center, India",,,,,,,,,,,,,,
"Shiyan Urban Center, China",,,,,,,,,,,,,,
"Antwerp Urban Center, Belgium",,,,,,,,,,,,,,
"Lilongwe Urban Center, Malawi",,,,,,,,,,,,,,
"Bikaner Urban Center, India",,,,,,,,,,,,,,
"Campo Grande Urban Center, Brazil",,,,,,,,,,,,,,
"Kermanshah Urban Center, Iran",,,,,,,,,,,,,,
"Homs Urban Center, Syria",,,,,,,,,,,,,,
"New Orleans Urban Center, USA",0.19570263670765153,,0.4766940105103162,0.27378663190418057,0.2495193575855032,,,,0.6904033677612862,0.21493394972384383,0.09466268251486991,,,
"Ta'izz Urban Center, Yemen",,,,,,,,,,,,,,
"Cagayan de Oro Urban Center, Philippines",,,,,,,,,,,,,,
"Nanyang Urban Center, China",,,,,,,,,,,,,,
"Kayseri Urban Center, Turkey",,,,,,,,,,,,,,
"Yingkou Urban Center, China",,,,,,,,,,,,,,
"Yangzhou Urban Center, China",,,,,,,,,,,,,,
"Barquisimeto Urban Center, Venezuela",,,,,,,,,,,,,,
"Zanzibar City Urban Center, Tanzania",,,,,,,,,,,,,,
"Samarkand Urban Center, Uzbekistan",,,,,,,,,,,,,,
"Pontianak Urban Center, Indonesia",,,,,,,,,,,,,,
"Kolhapur Urban Center, India",,,,,,,,,,,,,,
"Saratov Urban Center, Russia",,,,,,,,,,,,,,
"Ad Diwaniyah Urban Center, Iraq",,,,,,,,,,,,,,
"Yueyang (Northern Hunan Sheng) Urban Center, China",,,,,,,,,,,,,,
"Linfen Urban Center, China",,,,,,,,,,,,,,
"Thessaloniki Urban Center, Greece",,,,,,,,,,,,,,
"Port Said Urban Center, Egypt",,,,,,,,,,,,,,
"Sokoto Urban Center, Nigeria",,,,,,,,,,,,,,
"Cincinnati Urban Center, USA",0.1608588747675111,,0.4232911802051233,0.28063629164078147,0.29607252815409524,,,,0.6528192780062472,0.2327820824441255,0.1143986395496273,,,
"Pingdingshan Urban Center, China",,,,,,,,,,,,,,
"花都区 Urban Center, China",,,,,,,,,,,,,,
"Volgograd Urban Center, Russia",,,,,,,,,,,,,,
"Darbhanga Urban Center, India",,,,,,,,,,,,,,
"Bilbao Urban Center, Spain",,,,,,,,,,,,,,
"Irbid Urban Center, Jordan",,,,,,,,,,,,,,
"Jining Urban Center, China",,,,,,,,,,,,,,
"Mexicali Urban Center, Mexico-USA",,,,,,,,,,,,,,
"Qom Urban Center, Iran",,,,,,,,,,,,,,
"Mersin Urban Center, Turkey",,,,,,,,,,,,,,
"Quetta Urban Center, Pakistan",,,,,,,,,,,,,,
"Huaihua Urban Center, China",,,,,,,,,,,,,,
"Malappuram Urban Center, India",,,,,,,,,,,,,,
"Port Elizabeth Urban Center, South Africa",,,,,,,,,,,,,,
"Newcastle upon Tyne Urban Center, United Kingdom",,,,,,,,,,,,,,
"Belagavi Urban Center, India",,,,,,,,,,,,,,
"Tengzhou Urban Center, China",,,,,,,,,,,,,,
"Xingtai Urban Center, China",,,,,,,,,,,,,,
"Ipoh Urban Center, Malaysia",,,,,,,,,,,,,,
"Zhenjiang Urban Center, China",,,,,,,,,,,,,,
"Sao Jose dos Campos Urban Center, Brazil",,,,,,,,,,,,,,
"Goma Urban Center, Democratic Republic of the Congo-Rwanda",,,,,,,,,,,,,,
"Mudanjiang Urban Center, China",,,,,,,,,,,,,,
"Bukavu Urban Center, Democratic Republic of the Congo-Rwanda",,,,,,,,,,,,,,
"Namangan Urban Center, Uzbekistan",,,,,,,,,,,,,,
"Louisville Urban Center, USA",0.14752824527884556,,0.4340008541389944,0.3122003545884897,0.2537987912725159,,,,0.6895450294060016,0.22763647134464918,0.08281849924934928,,,
"Zurich Urban Center, Switzerland",,,,,,,,,,,,,,
"Imphal Urban Center, India",,,,,,,,,,,,,,
"Chihuahua Urban Center, Mexico",,,,,,,,,,,,,,
"Qinhuangdao Urban Center, China",,,,,,,,,,,,,,
"Benxi Urban Center, China",,,,,,,,,,,,,,
"Cuiabá Urban Center, Brazil",,,,,,,,,,,,,,
"Gujrat Urban Center, Pakistan",,,,,,,,,,,,,,
"Mwanza Urban Center, Tanzania",,,,,,,,,,,,,,
"Krasnodar Urban Center, Russia",,,,,,,,,,,,,,
"Zaporizhzhia Urban Center, Ukraine",,,,,,,,,,,,,,
"Jos Urban Center, Nigeria",,,,,,,,,,,,,,
"Jiaozuo Urban Center, China",,,,,,,,,,,,,,
"Nanded-Waghala Urban Center, India",,,,,,,,,,,,,,
"Hamhung Urban Center, North Korea",,,,,,,,,,,,,,
"Suzhou (Anhui Sheng) Urban Center, China",,,,,,,,,,,,,,
"Abu Dhabi Urban Center, United Arab Emirates",,,,,,,,,,,,,,
"Akola Urban Center, India",,,,,,,,,,,,,,
"Al Ain Urban Center, United Arab Emirates-Oman",,,,,,,,,,,,,,
"Banha Urban Center, Egypt",,,,,,,,,,,,,,
"Warangal Urban Center, India",,,,,,,,,,,,,,
"Bokaro Urban Center, India",,,,,,,,,,,,,,
"Puyang Urban Center, China",,,,,,,,,,,,,,
"Hermosillo Urban Center, Mexico",,,,,,,,,,,,,,
"Jincheng (Shanxi Sheng) Urban Center, China",,,,,,,,,,,,,,
"Jalgaon Urban Center, India",,,,,,,,,,,,,,
"龙港市 Urban Center, China",,,,,,,,,,,,,,
"Cuttack Urban Center, India",,,,,,,,,,,,,,
"Hsinchu Urban Center, China",,,,,,,,,,,,,,
"Pittsburgh Urban Center, USA",0.14432490330336772,,0.4364536264807437,0.28368636146790316,0.27986001205135314,,,,0.6553548417127356,0.24206230496140488,0.10258285332585962,,,
"Gaya Urban Center, India",,,,,,,,,,,,,,
"Ikorodu Urban Center, Nigeria",,,,,,,,,,,,,,
"Kota Kinabalu Urban Center, Malaysia",,,,,,,,,,,,,,
"Sulaymaniyah Urban Center, Iraq",,,,,,,,,,,,,,
"George Town Urban Center, Malaysia",,,,,,,,,,,,,,
"Kannur Urban Center, India",,,,,,,,,,,,,,
"Bengbu Urban Center, China",,,,,,,,,,,,,,
"La Plata Urban Center, Argentina",,,,,,,,,,,,,,
"Santiago de los Caballeros Urban Center, Dominican Republic",,,,,,,,,,,,,,
"Tai'an Urban Center, China",,,,,,,,,,,,,,
"Sangli Urban Center, India",,,,,,,,,,,,,,
"Sheffield Urban Center, United Kingdom",,,,,,,,,,,,,,
"Udaipur (Rājasthān) Urban Center, India",,,,,,,,,,,,,,
"Magelang Urban Center, Indonesia",,,,,,,,,,,,,,
"Xiaogan Urban Center, China",,,,,,,,,,,,,,
"Palermo Urban Center, Italy",,,,,,,,,,,,,,
"Kalaburagi Urban Center, India",,,,,,,,,,,,,,
"Lviv Urban Center, Ukraine",,,,,,,,,,,,,,
"Jingzhou (Hubei Sheng) Urban Center, China",,,,,,,,,,,,,,
"Mymensingh Urban Center, Bangladesh",,,,,,,,,,,,,,
"An Nazlah Urban Center, Egypt",,,,,,,,,,,,,,
"Nasiriyah Urban Center, Iraq",,,,,,,,,,,,,,
"Kisangani Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,,,
"Zagreb Urban Center, Croatia",,,,,,,,,,,,,,
"Suqian Urban Center, China",,,,,,,,,,,,,,
"Eskisehir Urban Center, Turkey",,,,,,,,,,,,,,
"Concord Urban Center, USA",0.06940512923925674,,0.2030658527679721,0.21779249438524648,0.5791416528467814,,,,0.4721766856424696,0.24975292549181166,0.27807038886571883,,,
"Oboama Nguru Urban Center, Nigeria",,,,,,,,,,,,,,
"Panipat Urban Center, India",,,,,,,,,,,,,,
"Yichun Urban Center, China",,,,,,,,,,,,,,
"Meknes Urban Center, Morocco",,,,,,,,,,,,,,
"Acapulco Urban Center, Mexico",,,,,,,,,,,,,,
"Yuxi Urban Center, China",,,,,,,,,,,,,,
"Bahawalpur Urban Center, Pakistan",,,,,,,,,,,,,,
"Bhavnagar Urban Center, India",,,,,,,,,,,,,,
"Jiamusi Urban Center, China",,,,,,,,,,,,,,
"Krakow Urban Center, Poland",,,,,,,,,,,,,,
"Deyang Urban Center, China",,,,,,,,,,,,,,
"Zhumadian Urban Center, China",,,,,,,,,,,,,,
"Nice Urban Center, France",,,,,,,,,,,,,,
"Cheongju-si Urban Center, South Korea",,,,,,,,,,,,,,
"Evaton Urban Center, South Africa",,,,,,,,,,,,,,
"Makhachkala Urban Center, Russia",,,,,,,,,,,,,,
"Liupanshui Urban Center, China",,,,,,,,,,,,,,
"Winnipeg Urban Center, Canada",,0.08597176310606082,,,,0.27037934237354827,0.3598854802677672,0.36973517735868455,,,,0.6336944065039575,0.29112561911159535,0.07517997438444719
"Changwon Urban Center, South Korea",,,,,,,,,,,,,,
"Haridwar Urban Center, India",,,,,,,,,,,,,,
"Ottawa Urban Center, Canada",,0.08821603145305237,,,,0.2646498535541807,0.3390345744765454,0.3963155719692739,,,,0.5477645426140489,0.31423744051010155,0.13799801687584953
"Zakho Urban Center, Iraq",,,,,,,,,,,,,,
"Sorocaba Urban Center, Brazil",,,,,,,,,,,,,,
"Abbottabad Urban Center, Pakistan",,,,,,,,,,,,,,
"Mojokerto Urban Center, Indonesia",,,,,,,,,,,,,,
"Abeokuta Urban Center, Nigeria",,,,,,,,,,,,,,
"Zhangzhou Urban Center, China",,,,,,,,,,,,,,
"Hodeidah Urban Center, Yemen",,,,,,,,,,,,,,
"Chapainawabganj Urban Center, Bangladesh",,,,,,,,,,,,,,
"Toulouse Urban Center, France",,,,,,,,,,,,,,
"Maoming Urban Center, China",,,,,,,,,,,,,,
"Malanje Urban Center, Angola",,,,,,,,,,,,,,
"Natal Urban Center, Brazil",,,,,,,,,,,,,,
"Kandahar Urban Center, Afghanistan",,,,,,,,,,,,,,
"Tianshan Urban Center, China",,,,,,,,,,,,,,
"Urmia Urban Center, Iran",,,,,,,,,,,,,,
"Cúcuta Urban Center, Colombia-Venezuela",,,,,,,,,,,,,,
"Cilegon Urban Center, Indonesia",,,,,,,,,,,,,,
"Saltillo Urban Center, Mexico",,,,,,,,,,,,,,
"Qingyuan (Guangdong Sheng) Urban Center, China",,,,,,,,,,,,,,
"Şanlıurfa Urban Center, Turkey",,,,,,,,,,,,,,
"Nellore Urban Center, India",,,,,,,,,,,,,,
"Sukkur Urban Center, Pakistan",,,,,,,,,,,,,,
"Rourkela Urban Center, India",,,,,,,,,,,,,,
"Leiyang Urban Center, China",,,,,,,,,,,,,,
"Xinyu Urban Center, China",,,,,,,,,,,,,,
"Barcelona Urban Center, Venezuela",,,,,,,,,,,,,,
"Chŏngjin Urban Center, North Korea",,,,,,,,,,,,,,
"Kumamoto Urban Center, Japan",,,,,,,,,,,,,,
"Okara Urban Center, Pakistan",,,,,,,,,,,,,,
"Bilaspur (Chhattīsgarh) Urban Center, India",,,,,,,,,,,,,,
"Culiacán Urban Center, Mexico",,,,,,,,,,,,,,
"Damietta Urban Center, Egypt",,,,,,,,,,,,,,
"Patiala Urban Center, India",,,,,,,,,,,,,,
"Naj al Madamud Urban Center, Egypt",,,,,,,,,,,,,,
"Yamunanagar Urban Center, India",,,,,,,,,,,,,,
"Veracruz Urban Center, Mexico",,,,,,,,,,,,,,
"Jiangyin Urban Center, China",,,,,,,,,,,,,,
"Tulungagung Urban Center, Indonesia",,,,,,,,,,,,,,
"Adana Urban Center, Turkey",,,,,,,,,,,,,,
"Nyala Urban Center, Sudan",,,,,,,,,,,,,,
"Jombang Urban Center, Indonesia",,,,,,,,,,,,,,
"Hanover Urban Center, Germany",,,,,,,,,,,,,,
"Fuxin Urban Center, China",,,,,,,,,,,,,,
"Fresno Urban Center, USA",0.21087458867377892,,0.4308931408954084,0.291847687683851,0.2772591714207405,,,,0.7115633773684527,0.20066999706161887,0.08776662556992844,,,
"Shangqiu Urban Center, China",,,,,,,,,,,,,,
"Changde Urban Center, China",,,,,,,,,,,,,,
"İzmit Urban Center, Turkey",,,,,,,,,,,,,,
"Mianyang Urban Center, China",,,,,,,,,,,,,,
"Buffalo Urban Center, USA",0.17521803286393983,,0.4566862811255016,0.3048515160515975,0.23846220282290084,,,,0.689024469471306,0.23992818481557024,0.07104734571312381,,,
"Nuremberg Urban Center, Germany",,,,,,,,,,,,,,
"Bristol Urban Center, United Kingdom",,,,,,,,,,,,,,
"Jeonju Urban Center, South Korea",,,,,,,,,,,,,,
"Albuquerque Urban Center, USA",0.16027092740590462,,0.4525553769196053,0.29817910602432607,0.2492655170560685,,,,0.6909948409455552,0.22141662549502672,0.08758853355941813,,,
"Wuppertal Urban Center, Germany",,,,,,,,,,,,,,
"Zaragoza Urban Center, Spain",,,,,,,,,,,,,,
"Gdansk Urban Center, Poland",,,,,,,,,,,,,,
"Quzhou (Zhejiang Sheng) Urban Center, China",,,,,,,,,,,,,,
"Florianópolis Urban Center, Brazil",,,,,,,,,,,,,,
"Leshan Urban Center, China",,,,,,,,,,,,,,
"Liaoyang Urban Center, China",,,,,,,,,,,,,,
"Qujing Urban Center, China",,,,,,,,,,,,,,
"Ankang Urban Center, China",,,,,,,,,,,,,,
"Balikpapan Urban Center, Indonesia",,,,,,,,,,,,,,
"Mazar i sharif Urban Center, Afghanistan",,,,,,,,,,,,,,
"Libreville Urban Center, Gabon",,,,,,,,,,,,,,
"Lu'an Urban Center, China",,,,,,,,,,,,,,
"Garoua Urban Center, Cameroon",,,,,,,,,,,,,,
"Mirzapur Urban Center, India",,,,,,,,,,,,,,
"Yiyang (Hunan Sheng) Urban Center, China",,,,,,,,,,,,,,
"Zaria Urban Center, Nigeria",,,,,,,,,,,,,,
"Andijan Urban Center, Uzbekistan",,,,,,,,,,,,,,
"Providence Urban Center, USA",0.136057592999116,,0.3952571359918113,0.2989314207436395,0.30581144326454923,,,,0.6679424992760323,0.24373080574770428,0.08832669497626323,,,
"Nottingham Urban Center, United Kingdom",,,,,,,,,,,,,,
"Pingxiang Urban Center, China",,,,,,,,,,,,,,
"Rahimyar Khan Urban Center, Pakistan",,,,,,,,,,,,,,
"Kishoreganj Urban Center, Bangladesh",,,,,,,,,,,,,,
"Mar del Plata Urban Center, Argentina",,,,,,,,,,,,,,
"Kharagpur Urban Center, India",,,,,,,,,,,,,,
