longname,PW Density (r=250m),PW Density (250m) [StatCan],PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (500m) [StatCan],PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (2km) [StatCan],PW Density (r=2km) [GHS-POP],PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (4km) [StatCan],PW Density (r=4km) [GHS-POP],PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"Borno, Nigeria",,,,,,,,,,,,,,,4593.231,,,,,,,2501.0613,,,,
"Hessen, Germany",,,,,,,,,,,,,,,1753.4402,,,,,,,1356.6853,,,,
"Tiba, Japan",,,,,,,,,,,,,,,4404.55,,,,,,,4171.3833,,,,
"Maryland, USA",3484.9177368964074,,3318.1599727558287,0.05025609539918642,3667.4890763919916,-0.049781017936989885,2172.1751810266983,,2114.5171129409987,0.027267723553915938,2173.5801885571473,-0.0006464024367933015,1453.1599587839485,,1427.0345,1406.3445717835841,0.03328870316681434,1428.5878677889116,0.017200265765289043,1238.8481089963773,,1266.603,1197.8971023391339,0.034185746486303674,1218.0270864824213,0.017094055415537334
"Missouri, USA",1605.0380605134596,,1610.9254438118144,-0.003654659078711832,1799.809258015317,-0.1082176884214026,1063.412118868293,,1057.5938679932553,0.005501403753481979,1139.4074995080105,-0.06669727965853468,729.4126974657272,,720.56384,716.8865722653466,0.01747295274453022,768.4316500264217,-0.05077738867126685,594.5186208084658,,609.53345,582.6306972196435,0.02040387443633227,624.8038028237794,-0.04847150718103945
"Antioquia, Colombia",,,,,,,,,,,,,,,9042.776,,,,,,,7314.0034,,,,
"Sagaing, Myanmar",,,,,,,,,,,,,,,1217.1156,,,,,,,654.0785,,,,
"Chiapas, Mexico",,,,,,,,,,,,,,,1512.8757,,,,,,,974.3494,,,,
"Kābul, Afghanistan",,,,,,,,,,,,,,,18048.502,,,,,,,15605.051,,,,
"Madhesh, Nepal",,,,,,,,,,,,,,,1722.5486,,,,,,,1276.2418,,,,
"Occitanie, France",,,,,,,,,,,,,,,1214.3899,,,,,,,931.41095,,,,
"Nampula, Mozambique",,,,,,,,,,,,,,,1723.4083,,,,,,,1260.1461,,,,
"Nouvelle-Aquitaine, France",,,,,,,,,,,,,,,931.9324,,,,,,,719.1975,,,,
"Haut-Lomami, Democratic Republic of the Congo",,,,,,,,,,,,,,,5839.8965,,,,,,,2347.1829,,,,
"Al Minyā, Egypt",,,,,,,,,,,,,,,4378.626,,,,,,,2822.4585,,,,
"Niger, Nigeria",,,,,,,,,,,,,,,2309.0215,,,,,,,1318.2769,,,,
"Wisconsin, USA",1801.0324522348837,,1782.6823554888574,0.01029353136834872,1879.6778112506058,-0.04183980815488638,1311.4416604408702,,1307.7865205727414,0.002794905598604917,1364.9007470129393,-0.03916701393054645,838.1065865115911,,844.1274,843.7831244221915,-0.006727484523333597,877.9238093826683,-0.045353847845948696,641.71857749533,,670.80505,648.9906080493869,-0.011205139895496733,670.0254549270148,-0.04224746570974421
"Ankara, Turkey",,,,,,,,,,,,,,,12279.174,,,,,,,9003.094,,,,
"Hauts-de-France, France",,,,,,,,,,,,,,,1515.7946,,,,,,,1147.692,,,,
"Zambézia, Mozambique",,,,,,,,,,,,,,,1578.4454,,,,,,,865.9824,,,,
"Centre, Cameroon",,,,,,,,,,,,,,,17401.205,,,,,,,15737.762,,,,
"Lazio, Italy",,,,,,,,,,,,,,,3721.8499,,,,,,,3077.4817,,,,
"Limpopo, South Africa",,,,,,,,,,,,,,,777.94666,,,,,,,514.45953,,,,
"Jigawa, Nigeria",,,,,,,,,,,,,,,1878.3302,,,,,,,824.0209,,,,
"Benue, Nigeria",,,,,,,,,,,,,,,1710.9147,,,,,,,1048.4004,,,,
"Colorado, USA",2564.386035022718,,2385.058621747276,0.07518784303258252,2589.852604363823,-0.00983321185854162,1897.2394042909484,,1746.0685856998657,0.08657782393495721,1818.1904899839888,0.04347669550711145,1340.3326069100785,,1358.2498,1215.7422770621245,0.10248087296020512,1213.6724636871752,0.10436105869791742,1121.5302362382943,,1165.2219,1008.1010081575672,0.11251772110419113,997.0125470510623,0.12489079455973466
"Abidjan, Ivory Coast",,,,,,,,,,,,,,,15689.406,,,,,,,12721.816,,,,
"Mandalay, Myanmar",,,,,,,,,,,,,,,4353.069,,,,,,,3272.0461,,,,
"Campania, Italy",,,,,,,,,,,,,,,3906.5676,,,,,,,2982.433,,,,
"Minnesota, USA",1944.0442415939888,,1794.3071538724903,0.08345120142799103,1863.5401641384685,0.043199539781713266,1354.3642779652366,,1238.589866162225,0.093472758792819,1280.5828426331007,0.05761551137170363,941.9106528903312,,866.56714,847.1409077746904,0.1118701083206883,863.5668967094146,0.09072112013492212,796.5309720510384,,742.04614,707.5968678494548,0.12568470585783423,713.4817046413738,0.11639999578042255
"Baghdād, Iraq",,,,,,,,,,,,,,,10433.438,,,,,,,9768.863,,,,
"Kogi, Nigeria",,,,,,,,,,,,,,,4842.08,,,,,,,2179.574,,,,
"Krasnodyarskiy kray, Russia",,,,,,,,,,,,,,,1664.344,,,,,,,1114.5797,,,,
"Papua, Indonesia",,,,,,,,,,,,,,,2916.5444,,,,,,,1362.6268,,,,
"Ash Sharqīyah, Saudi Arabia",,,,,,,,,,,,,,,4246.509,,,,,,,3520.9514,,,,
"Al Gharbīyah, Egypt",,,,,,,,,,,,,,,8809.64,,,,,,,5933.836,,,,
"Kasaï Central, Democratic Republic of the Congo",,,,,,,,,,,,,,,4525.0566,,,,,,,3120.633,,,,
"Nusa Tenggara Timur, Indonesia",,,,,,,,,,,,,,,1837.3484,,,,,,,1045.4028,,,,
"Grand Est, France",,,,,,,,,,,,,,,1319.3303,,,,,,,939.88794,,,,
"Scotland, United Kingdom",,,,,,,,,,,,,,,1836.2156,,,,,,,1392.1313,,,,
"Imo, Nigeria",,,,,,,,,,,,,,,2692.1492,,,,,,,2271.921,,,,
"Khūzestān, Iran",,,,,,,,,,,,,,,6641.082,,,,,,,3127.0764,,,,
"Ādīs Ābeba, Ethiopia",,,,,,,,,,,,,,,21297.47,,,,,,,19296.367,,,,
"Sumatera Barat, Indonesia",,,,,,,,,,,,,,,2420.113,,,,,,,1791.8964,,,,
"Hokkaidô, Japan",,,,,,,,,,,,,,,3324.6497,,,,,,,2826.938,,,,
"Mazowieckie, Poland",,,,,,,,,,,,,,,2580.3906,,,,,,,2099.4204,,,,
"Greater Accra, Ghana",,,,,,,,,,,,,,,8281.899,,,,,,,7534.7827,,,,
"Hyôgo, Japan",,,,,,,,,,,,,,,4271.097,,,,,,,3669.5444,,,,
"Cebu, Philippines",,,,,,,,,,,,,,,5796.9272,,,,,,,4562.704,,,,
"Zinder, Niger",,,,,,,,,,,,,,,2725.9634,,,,,,,1582.4716,,,,
"Sūhāj, Egypt",,,,,,,,,,,,,,,5526.453,,,,,,,3775.2253,,,,
"Sokoto, Nigeria",,,,,,,,,,,,,,,2673.6926,,,,,,,1668.999,,,,
"Nuevo León, Mexico",,,,,,,,,,,,,,,5483.262,,,,,,,4388.1826,,,,
"Queensland, Australia",,,,,,,,,,,,,,,1148.8402,,,,,,,941.0086,,,,
"Sankt-Peterburg, Russia",,,,,,,,,,,,,,,10271.58,,,,,,,8446.26,,,,
"Koshi, Nepal",,,,,,,,,,,,,,,1394.9111,,,,,,,1001.23895,,,,
"Nairobi City, Kenya",,,,,,,,,,,,,,,21727.871,,,,,,,17027.594,,,,
"Michoacán de Ocampo, Mexico",,,,,,,,,,,,,,,2140.2456,,,,,,,1397.5635,,,,
"South Carolina, USA",1618.2596291019668,,1528.4741202300902,0.05874192286511245,1434.995251385013,0.12771079035980965,765.3868305636906,,708.4508464457401,0.08036687993753594,672.5627452785104,0.1380155025487495,440.453117188829,,447.42352,390.75326954986514,0.12718984462040836,361.37772728629227,0.2188164458732436,361.9272243335423,,374.04178,314.62508749344266,0.1503444535111508,281.9740983727663,0.2835477670544013
"Sīdama, Ethiopia",,,,,,,,,,,,,,,3310.9976,,,,,,,1780.8029,,,,
"Analamanga, Madagascar",,,,,,,,,,,,,,,10329.036,,,,,,,8274.469,,,,
"Hukuoka, Japan",,,,,,,,,,,,,,,3965.3867,,,,,,,3452.4106,,,,
"Rabat-Salé-Kénitra, Morocco",,,,,,,,,,,,,,,7277.8403,,,,,,,4329.1265,,,,
"Nusa Tenggara Barat, Indonesia",,,,,,,,,,,,,,,2749.905,,,,,,,2131.7546,,,,
"Valenciana, Comunidad, Spain",,,,,,,,,,,,,,,4422.082,,,,,,,3189.9688,,,,
"Tahoua, Niger",,,,,,,,,,,,,,,2220.4902,,,,,,,927.2795,,,,
"Alabama, USA",1289.7559704025098,,1268.5414054168891,0.01672358891482046,1360.9237260833065,-0.05229371368637623,643.0234114260754,,626.713696563994,0.026024187681712947,658.2590425255856,-0.023145342661841255,378.17380495951073,,413.79758,366.9312056975946,0.03063952884721861,377.34473497999454,0.00219711553563917,308.7506870324501,,351.2441,298.4484169331588,0.034519432889465254,304.5774568573071,0.013701704053226004
"Kalimantan Barat, Indonesia",,,,,,,,,,,,,,,1729.4661,,,,,,,1172.576,,,,
"British Columbia, Canada",,4865.4996446474315,,,,,,3722.114323851073,,,,,,2416.0699223133206,2324.3596,,,,,,1807.052577437791,1820.3702,,,,
"Bago, Myanmar",,,,,,,,,,,,,,,2880.0974,,,,,,,1340.8134,,,,
"Provence-Alpes-Côte d'Azur, France",,,,,,,,,,,,,,,2435.724,,,,,,,1785.4465,,,,
"Marrakech-Safi, Morocco",,,,,,,,,,,,,,,5971.388,,,,,,,3416.523,,,,
"Asyūţ, Egypt",,,,,,,,,,,,,,,6080.9653,,,,,,,4003.561,,,,
"Veneto, Italy",,,,,,,,,,,,,,,1117.9951,,,,,,,829.46936,,,,
"Zamfara, Nigeria",,,,,,,,,,,,,,,2266.6729,,,,,,,1083.4012,,,,
"Kebbi, Nigeria",,,,,,,,,,,,,,,2217.282,,,,,,,969.396,,,,
"Enugu, Nigeria",,,,,,,,,,,,,,,2786.6458,,,,,,,2112.118,,,,
"Janūb Dārfūr, Sudan",,,,,,,,,,,,,,,6634.0244,,,,,,,3192.774,,,,
"Ituri, Democratic Republic of the Congo",,,,,,,,,,,,,,,2199.4766,,,,,,,1337.9346,,,,
"Eşfahān, Iran",,,,,,,,,,,,,,,3201.0842,,,,,,,2582.639,,,,
"Centre, Burkina Faso",,,,,,,,,,,,,,,4489.8354,,,,,,,4100.3228,,,,
"Valle del Cauca, Colombia",,,,,,,,,,,,,,,10926.676,,,,,,,8793.751,,,,
"Kasaï, Democratic Republic of the Congo",,,,,,,,,,,,,,,5557.301,,,,,,,3012.4512,,,,
"Sicilia, Italy",,,,,,,,,,,,,,,2645.3108,,,,,,,1676.3135,,,,
"Osun, Nigeria",,,,,,,,,,,,,,,3743.9358,,,,,,,2364.0796,,,,
"Adamawa, Nigeria",,,,,,,,,,,,,,,2805.679,,,,,,,1532.6073,,,,
"Ḩalab, Syria",,,,,,,,,,,,,,,8555.4375,,,,,,,7292.953,,,,
"Ondo, Nigeria",,,,,,,,,,,,,,,4654.0493,,,,,,,2612.5945,,,,
"Sud-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,,,4832.62,,,,,,,2699.7632,,,,
"Qinā, Egypt",,,,,,,,,,,,,,,6454.0103,,,,,,,4995.65,,,,
"Aceh, Indonesia",,,,,,,,,,,,,,,1355.5559,,,,,,,853.0775,,,,
"Louisiana, USA",1891.9090402764364,,1832.7122315493937,0.032300111118370785,2162.159336910031,-0.12499092551606891,1110.2990084150579,,1086.4329007612937,0.021967401426301183,1325.8672925703445,-0.1625866218762988,691.3754238427374,,731.2651,662.5034681208634,0.0435800823862355,822.8516654598928,-0.15978121833620304,556.3337129339167,,614.6242,527.0506431674186,0.0555602581006552,649.4550290718522,-0.14338377865980478
"Fès-Meknès, Morocco",,,,,,,,,,,,,,,6209.484,,,,,,,3723.4353,,,,
"Mpumalanga, South Africa",,,,,,,,,,,,,,,1477.8456,,,,,,,874.89343,,,,
"Toshkent (Province), Uzbekistan",,,,,,,,,,,,,,,13798.537,,,,,,,10253.215,,,,
"Bali, Indonesia",,,,,,,,,,,,,,,3511.7957,,,,,,,3000.999,,,,
"Maradi, Niger",,,,,,,,,,,,,,,2154.529,,,,,,,1162.3796,,,,
"Littoral, Cameroon",,,,,,,,,,,,,,,13008.75,,,,,,,11409.793,,,,
"Plateau, Nigeria",,,,,,,,,,,,,,,1784.5785,,,,,,,1123.0479,,,,
"Oaxaca, Mexico",,,,,,,,,,,,,,,1075.389,,,,,,,690.865,,,,
"Emilia-Romagna, Italy",,,,,,,,,,,,,,,1759.4829,,,,,,,1108.8977,,,,
"Kentucky, USA",1550.402963962701,,1650.3511482511083,-0.060561768563207406,1632.1838318824948,-0.050105181979085665,890.3044069938579,,882.8478523973678,0.008446024506082133,879.9627871539653,0.011752337702075047,560.9557700491625,,565.4415,528.3525644337022,0.061707291324316745,522.2224324982908,0.07417019097700003,453.69846038213626,,472.66608,425.38964112913783,0.06654797511725155,416.00336357331264,0.09061248083437812
"Edo, Nigeria",,,,,,,,,,,,,,,3528.8826,,,,,,,2613.8516,,,,
"Lumbinī, Nepal",,,,,,,,,,,,,,,915.34467,,,,,,,660.9064,,,,
"Guayas, Ecuador",,,,,,,,,,,,,,,8216.775,,,,,,,6823.521,,,,
"Śląskie, Poland",,,,,,,,,,,,,,,1826.2194,,,,,,,1375.7205,,,,
"Kasaï Oriental, Democratic Republic of the Congo",,,,,,,,,,,,,,,22613.277,,,,,,,18291.049,,,,
"Tillabéri, Niger",,,,,,,,,,,,,,,1587.2396,,,,,,,1004.0199,,,,
"Al Minūfīyah, Egypt",,,,,,,,,,,,,,,4112.5474,,,,,,,3302.575,,,,
"Far North, Cameroon",,,,,,,,,,,,,,,2583.0457,,,,,,,1437.2722,,,,
"Kermān, Iran",,,,,,,,,,,,,,,4096.018,,,,,,,1979.9147,,,,
"Piemonte, Italy",,,,,,,,,,,,,,,3046.6428,,,,,,,2313.4973,,,,
"Al Jazīrah, Sudan",,,,,,,,,,,,,,,1438.4183,,,,,,,889.3246,,,,
"Amazonas, Brazil",,,,,,,,,,,,,,,5452.314,,,,,,,4260.427,,,,
"Ozama, Dominican Republic",,,,,,,,,,,,,,,9963.381,,,,,,,8945.952,,,,
"Alberta, Canada",,3509.3703043778573,,,,,,2507.3056312307945,,,,,,1658.5399709263777,1875.6033,,,,,,1242.0840743413548,1443.7316,,,,
"Oregon, USA",2415.380473859924,,2193.879935375941,0.10096292641740542,2104.726230880707,0.14759840896230295,1812.001485910467,,1632.5066092799746,0.10995047469342838,1477.5383879452554,0.22636508174270448,1254.0902880412775,,1233.2273,1121.2863585600119,0.11843890587576242,1006.1189749700609,0.2464632108529665,997.4538533300532,,1009.2385,887.0865955096644,0.12441542728641802,795.0844511998881,0.2545256693484104
"Kalimantan Selatan, Indonesia",,,,,,,,,,,,,,,3089.5159,,,,,,,2237.4204,,,,
"Sverdlovskaya oblast', Russia",,,,,,,,,,,,,,,3009.3464,,,,,,,2214.3958,,,,
"Rostovskaya oblast', Russia",,,,,,,,,,,,,,,2563.5554,,,,,,,1916.5543,,,,
"Bashkortostan, Respublika, Russia",,,,,,,,,,,,,,,2837.5557,,,,,,,1865.4565,,,,
"Nīnawá, Iraq",,,,,,,,,,,,,,,8684.202,,,,,,,6159.854,,,,
"Tanganyika, Democratic Republic of the Congo",,,,,,,,,,,,,,,7194.392,,,,,,,3266.557,,,,
"Rheinland-Pfalz, Germany",,,,,,,,,,,,,,,927.7542,,,,,,,673.4009,,,,
"Sachsen, Germany",,,,,,,,,,,,,,,1568.0648,,,,,,,1254.3556,,,,
"Donets'ka oblast, Ukraine",,,,,,,,,,,,,,,2410.7236,,,,,,,1725.6359,,,,
"Espírito Santo, Brazil",,,,,,,,,,,,,,,3170.7715,,,,,,,2333.204,,,,
"Paraíba, Brazil",,,,,,,,,,,,,,,2462.4875,,,,,,,1805.9779,,,,
"Bulacan, Philippines",,,,,,,,,,,,,,,6294.0186,,,,,,,6184.134,,,,
"Zulia, Venezuela",,,,,,,,,,,,,,,4833.1963,,,,,,,4043.1794,,,,
"Tripura, India",,,,,,,,,,,,,,,2702.0876,,,,,,,1981.3846,,,,
"Kalimantan Timur, Indonesia",,,,,,,,,,,,,,,4361.3794,,,,,,,3384.083,,,,
"Cavite, Philippines",,,,,,,,,,,,,,,8756.545,,,,,,,7103.2046,,,,
"Abia, Nigeria",,,,,,,,,,,,,,,5351.0415,,,,,,,4143.867,,,,
"Mwanza, Tanzania",,,,,,,,,,,,,,,1805.0121,,,,,,,1398.782,,,,
"Tanger-Tétouan-Al Hoceïma, Morocco",,,,,,,,,,,,,,,9436.546,,,,,,,5827.5317,,,,
"Ekiti, Nigeria",,,,,,,,,,,,,,,4924.016,,,,,,,2389.9028,,,,
"P’yŏngan-namdo [Phyeongannamto], North Korea",,,,,,,,,,,,,,,4880.7812,,,,,,,2035.3364,,,,
"Al ‘A̅şimah, Jordan",,,,,,,,,,,,,,,20598.36,,,,,,,18328.27,,,,
"North-West, South Africa",,,,,,,,,,,,,,,1257.4913,,,,,,,742.2067,,,,
"Kongo Central, Democratic Republic of the Congo",,,,,,,,,,,,,,,3585.321,,,,,,,1654.0637,,,,
"Oklahoma, USA",1541.896392235249,,1467.3834524772221,0.050779460291878686,1578.9141772441112,-0.023445090013362334,987.5785310697049,,949.9265305403704,0.03963675012626077,973.5186463266147,0.014442337387314085,632.4810189924812,,658.4521,595.0861652698769,0.06283939352823861,584.5694167514611,0.08196050095687861,500.192604666664,,536.63806,459.63924366914506,0.0882286740222509,443.63384086713046,0.12748974174058345
"İzmir, Turkey",,,,,,,,,,,,,,,8629.428,,,,,,,5770.1177,,,,
"Guerrero, Mexico",,,,,,,,,,,,,,,1948.0311,,,,,,,1191.7864,,,,
"Sikasso, Mali",,,,,,,,,,,,,,,1198.561,,,,,,,724.9522,,,,
"Tatarstan, Respublika, Russia",,,,,,,,,,,,,,,3019.9065,,,,,,,2186.8967,,,,
"Tā‘izz, Yemen",,,,,,,,,,,,,,,8330.715,,,,,,,4719.814,,,,
"Maritime (Région), Togo",,,,,,,,,,,,,,,4113.087,,,,,,,3368.252,,,,
"Puglia, Italy",,,,,,,,,,,,,,,2509.4004,,,,,,,995.7241,,,,
"Kafr ash Shaykh, Egypt",,,,,,,,,,,,,,,3458.7551,,,,,,,2023.1255,,,,
"Sabah, Malaysia",,,,,,,,,,,,,,,2302.372,,,,,,,1709.7164,,,,
"Magway, Myanmar",,,,,,,,,,,,,,,1066.666,,,,,,,519.7366,,,,
"Samarqand, Uzbekistan",,,,,,,,,,,,,,,1644.7094,,,,,,,1386.0878,,,,
"Meghālaya, India",,,,,,,,,,,,,,,2054.4253,,,,,,,1371.73,,,,
"Johor, Malaysia",,,,,,,,,,,,,,,2409.0164,,,,,,,1958.5409,,,,
"Farg'ona, Uzbekistan",,,,,,,,,,,,,,,1750.8851,,,,,,,1473.5809,,,,
"Pays de la Loire, France",,,,,,,,,,,,,,,1053.2848,,,,,,,803.8209,,,,
"Al Fayyūm, Egypt",,,,,,,,,,,,,,,5871.8926,,,,,,,3560.31,,,,
"Banaadir, Somalia",,,,,,,,,,,,,,,35663.24,,,,,,,27965.889,,,,
"Eastern Equatoria, South Sudan",,,,,,,,,,,,,,,7881.988,,,,,,,3044.9749,,,,
"Zuid-Holland, Netherlands",,,,,,,,,,,,,,,3304.3562,,,,,,,2624.3618,,,,
"Est, Rwanda",,,,,,,,,,,,,,,691.46924,,,,,,,584.51953,,,,
"Attikí, Greece",,,,,,,,,,,,,,,9140.065,,,,,,,8083.1484,,,,
"Jambi, Indonesia",,,,,,,,,,,,,,,2849.6685,,,,,,,2044.1409,,,,
"Yobe, Nigeria",,,,,,,,,,,,,,,2455.267,,,,,,,1200.8777,,,,
"Yogyakarta, Indonesia",,,,,,,,,,,,,,,4189.2964,,,,,,,3990.3433,,,,
"Huíla, Angola",,,,,,,,,,,,,,,3507.0767,,,,,,,2571.4568,,,,
"Lusaka, Zambia",,,,,,,,,,,,,,,8420.082,,,,,,,7434.726,,,,
"wallonne, Région, Belgium",,,,,,,,,,,,,,,1050.2732,,,,,,,823.4812,,,,
"Santa Fe, Argentina",,,,,,,,,,,,,,,3297.3123,,,,,,,2451.5852,,,,
"Córdoba, Argentina",,,,,,,,,,,,,,,2570.0703,,,,,,,2154.7227,,,,
"Rio Grande do Norte, Brazil",,,,,,,,,,,,,,,2936.3784,,,,,,,2036.6437,,,,
"Ebonyi, Nigeria",,,,,,,,,,,,,,,2035.8453,,,,,,,1301.1378,,,,
"Azad Jammu and Kashmir, Pakistan",,,,,,,,,,,,,,,1520.7954,,,,,,,975.847,,,,
"Toscana, Italy",,,,,,,,,,,,,,,1785.1466,,,,,,,1154.5406,,,,
"Connecticut, USA",2451.652865978115,,2425.3449333805197,0.010847089102879352,2461.4015089999757,-0.003960606583775606,1687.5150972296183,,1648.4958579590634,0.023669601037920117,1625.7823566414925,0.03797109762936044,1147.4815047822335,,1117.3534,1101.9105164841396,0.04135634211342043,1071.5111217149258,0.07090022821762136,887.5229046734585,,900.4694,856.4582966521268,0.0362710106758991,830.3512062433549,0.06885243015272743
"Chihuahua, Mexico",,,,,,,,,,,,,,,2960.5488,,,,,,,2371.901,,,,
"Tamaulipas, Mexico",,,,,,,,,,,,,,,3219.863,,,,,,,2516.7585,,,,
"Dakar, Senegal",,,,,,,,,,,,,,,15105.219,,,,,,,12316.03,,,,
"Al Ḩudaydah, Yemen",,,,,,,,,,,,,,,6010.6157,,,,,,,2951.4556,,,,
"Mato Grosso, Brazil",,,,,,,,,,,,,,,1568.509,,,,,,,1075.1738,,,,
"Ibb, Yemen",,,,,,,,,,,,,,,6546.7935,,,,,,,3234.3665,,,,
"Kwilu, Democratic Republic of the Congo",,,,,,,,,,,,,,,1715.1748,,,,,,,1052.5173,,,,
"Berlin, Germany",,,,,,,,,,,,,,,6041.541,,,,,,,5524.954,,,,
"Shamāl Dārfūr, Sudan",,,,,,,,,,,,,,,8443.42,,,,,,,3972.4302,,,,
"Bamako, Mali",,,,,,,,,,,,,,,11283.904,,,,,,,9333.288,,,,
"Wielkopolskie, Poland",,,,,,,,,,,,,,,1193.055,,,,,,,834.8723,,,,
"Busan-gwangyeoksi, South Korea",,,,,,,,,,,,,,,10964.824,,,,,,,8749.764,,,,
"Chelyabinskaya oblast', Russia",,,,,,,,,,,,,,,2336.2266,,,,,,,1669.8813,,,,
"Kwara, Nigeria",,,,,,,,,,,,,,,3579.3499,,,,,,,2474.4714,,,,
"Baja California, Mexico",,,,,,,,,,,,,,,3801.479,,,,,,,3153.2107,,,,
"Dagestan, Respublika, Russia",,,,,,,,,,,,,,,2714.1177,,,,,,,1637.2966,,,,
"Khatlon, Tajikistan",,,,,,,,,,,,,,,1305.7693,,,,,,,804.29614,,,,
"Tete, Mozambique",,,,,,,,,,,,,,,1102.421,,,,,,,658.906,,,,
"Gyeongsangnam-do, South Korea",,,,,,,,,,,,,,,2742.8418,,,,,,,1850.405,,,,
"Thanh Hóa, Vietnam",,,,,,,,,,,,,,,1134.4407,,,,,,,930.4183,,,,
"Cross River, Nigeria",,,,,,,,,,,,,,,2804.476,,,,,,,1468.2351,,,,
"Guatemala, Guatemala",,,,,,,,,,,,,,,5943.5293,,,,,,,5120.4766,,,,
"Alagoas, Brazil",,,,,,,,,,,,,,,2991.3574,,,,,,,2022.5166,,,,
"Laguna, Philippines",,,,,,,,,,,,,,,7023.687,,,,,,,5298.1885,,,,
"Banī Suwayf, Egypt",,,,,,,,,,,,,,,4357.1865,,,,,,,2841.5881,,,,
"Małopolskie, Poland",,,,,,,,,,,,,,,1427.4594,,,,,,,1121.1084,,,,
"Manipur, India",,,,,,,,,,,,,,,2429.5774,,,,,,,1641.1434,,,,
"Pangasinan, Philippines",,,,,,,,,,,,,,,1542.3704,,,,,,,1300.7279,,,,
"Hidalgo, Mexico",,,,,,,,,,,,,,,1315.1116,,,,,,,865.33496,,,,
"Piauí, Brazil",,,,,,,,,,,,,,,1672.5527,,,,,,,1162.3563,,,,
"Kindia, Guinea",,,,,,,,,,,,,,,5703.4805,,,,,,,4535.834,,,,
"Bretagne, France",,,,,,,,,,,,,,,891.2584,,,,,,,605.95044,,,,
"Sudūr Pashchim, Nepal",,,,,,,,,,,,,,,1087.1755,,,,,,,788.54083,,,,
"Bursa, Turkey",,,,,,,,,,,,,,,21896.37,,,,,,,11377.195,,,,
"Santa Cruz, Bolivia",,,,,,,,,,,,,,,4026.6875,,,,,,,3546.896,,,,
"P’yŏngyang [Phyeongyang], North Korea",,,,,,,,,,,,,,,14133.947,,,,,,,11772.413,,,,
"Puerto Rico, USA",2852.222792376313,,3183.0473000125808,-0.10393326785780412,3775.4662155554565,-0.24453759362890062,1849.593578400933,,2169.5955436234003,-0.14749383412174516,2480.4172185409734,-0.25432158566900387,1192.0051838268703,,1060.2981,1379.026174261342,-0.1356181586144637,1535.8198080031548,-0.22386390798234726,968.3861281582409,,892.97003,1109.2222352220867,-0.12696834105173507,1213.9407475959104,-0.20227891676259
"Normandie, France",,,,,,,,,,,,,,,955.90515,,,,,,,684.66284,,,,
"Utah, USA",2382.904361085392,,2240.2198215317244,0.06369220474806289,2335.7195795277407,0.02020138974353738,1844.3156445508055,,1738.8007837376922,0.06068254730498832,1754.155655307537,0.051397941209192,1320.6345530374963,,1578.6226,1233.2973137847732,0.07081604595788861,1241.3057784497666,0.06390752058433274,1066.6118836054736,,1297.9264,979.6640978861418,0.08875265094121786,968.6560287947516,0.10112553052769765
"Hamgyŏng-namdo [Hamkyeongnamto], North Korea",,,,,,,,,,,,,,,5273.42,,,,,,,2416.9543,,,,
"Taraba, Nigeria",,,,,,,,,,,,,,,1845.5426,,,,,,,830.90625,,,,
"Qashqadaryo, Uzbekistan",,,,,,,,,,,,,,,1392.9845,,,,,,,1036.8545,,,,
"Tabora, Tanzania",,,,,,,,,,,,,,,460.85562,,,,,,,295.8276,,,,
"Ouest, Haiti",,,,,,,,,,,,,,,6546.708,,,,,,,4750.0347,,,,
"Ðồng Nai, Vietnam",,,,,,,,,,,,,,,3048.4968,,,,,,,2411.998,,,,
"Āz̄arbāyjān-e Gharbī, Iran",,,,,,,,,,,,,,,5182.0874,,,,,,,2743.6726,,,,
"Al Başrah, Iraq",,,,,,,,,,,,,,,8767.714,,,,,,,7198.445,,,,
"nohiyahoi tobei jumhurí, Tajikistan",,,,,,,,,,,,,,,5592.616,,,,,,,4529.924,,,,
"Ségou, Mali",,,,,,,,,,,,,,,902.934,,,,,,,487.4488,,,,
"Amānat al ‘Āşimah [city], Yemen",,,,,,,,,,,,,,,22209.291,,,,,,,17941.867,,,,
"Samarskaya oblast', Russia",,,,,,,,,,,,,,,3611.81,,,,,,,2612.48,,,,
"Negros Occidental, Philippines",,,,,,,,,,,,,,,1937.847,,,,,,,1333.8295,,,,
"Iowa, USA",1497.0090880909574,,1443.2907075573685,0.03721937670097121,1452.9169569080932,0.030347316805149915,1031.4202107633437,,1003.4098267208801,0.027915198054219617,1009.612840517967,0.021599735433424867,597.6429605505191,,596.193,565.3512767097696,0.05711791088308941,560.9906788531081,0.06533492102282895,423.2305860336225,,431.3032,388.8851844110348,0.08831758832521143,377.2776658558732,0.12180132654686258
"Āz̄arbāyjān-e Sharqī, Iran",,,,,,,,,,,,,,,4308.5015,,,,,,,3221.5876,,,,
